CODIGO_DE_HECHO_EN_BITACORA,DEPARTAMENTO,MUNICIPIO,CÓDIGO_DANE,DIRECCION_TERRITORIAL,PDET_ETCR,REGION_PDET_ETCR,FECHA_DEL_EVENTO,MES_HECHO,ANO_HECHO,TIPO_DE_EVENTO,SUB_TIPO_DE_EVENTO,PRESUNTO_AUTOR ,DESCRIPCION_DEL_AUTOR,OBSERVACIONES,DESCRIPCION_PRELIMINAR_DEL_EVENTO,FUENTE,CATEGORIZACION_DEL_EVENTO
38748,CAUCA,EL_TAMBO,19256,CAUCA,PDET,Alto Patía-Norte del Cauca,18/04/2020,4,2020,HOMICIDIOS,LIDERES_SOCIALES,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,OTROS,CARLOS_PATIÑO,"En la vereda Betania, del corregimiento de San Juan de Micay, zona rural de El Tambo, fue asesinado Teodomiro Sotelo Anacona de 54 años. Era miembro del Consejo comunitario Afrorenacer del Micay y del Coordinador Nacional Agrario, CNA. Hasta su casa llegaron varios hombres armados, donde procedieron a dispararle en varias oportunidades. “La columna Carlos Patiño, si no estoy mal que se llama, han llegado de alguna manera, con bastante fuerza imponiendo el terror”, afirmó Miguel Fernández, dirigente del Comité Macizo Colombiano.",UARIV,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38749,ANTIOQUIA,URRAO,5847,ANTIOQUIA,0,0,18/04/2020,4,2020,HOMICIDIOS,REINCORPORADOS,NO_PRECISA,NO_PRECISA_,,"A pocos metros del Área de Reincorporación del corregimiento Mandé, municipio de Urrao, apareció sin vida el excombatiente Rigoberto García, tras recibir varios impactos con arma de fuego. El desmovilizado hacia parte de los diferentes proyectos productivos con los que se sostenía la comunidad y a su cargo tenía dos hijas, menores de edad. Líderes sociales de la zona condenaron el crimen y lamentaron que con este caso ya sean 22 excombatientes asesinados en Antioquia en lo que va de este año 2020. Este homicidio ocurre días después de una alerta temprana de la Defensoría en la que da cuenta del riesgo inminente en el que se encuentran los desmovilizados y líderes sociales en Mandé y Frontino.",CARACOL RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38750,CAQUETA,PUERTO_RICO,18592,CAQUETA_Y_HUILA,PDET,Cuenca del Caguán y Piedemonte Caqueteño,18/04/2020,4,2020,RECLUTAMIENTO_FORZADO,NIÑOS_NIÑAS_Y_ADOLESCENTES,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,GAO_RESIDUAL_FRENTE_40,,"En desarrollo de operaciones militares la Décima Segunda Brigada, con tropas del Batallón Especial Energético y vial N° 1, con el respaldo y acompañamiento del Instituto Colombiano de Bienestar Familiar y la Personería municipal de Puerto Rico, lograron evitar el reclutamiento forzado de una menor de edad, quien estaba siendo acosada y perseguida por sujetos que integrarían el grupo armado organizado residual E-40, que delinque sobre esa zona del nororiente del Caquetá",RCN RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38751,CORDOBA,VALENCIA,23855,CORDOBA,PDET,Sur de Córdoba,18/04/2020,4,2020,AMENAZAS_E_INTIMIDACIONES,LIDERES_SOCIALES,GAO_GRUPOS_ARMADOS_ORGANIZADOS,CLAN_DEL_GOLFO,,"La fundación Cordobexia denunció amenazas de muerte contra líderes sociales de Valencia, en el departamento de Córdoba. De acuerdo con la denuncia, las intimidaciones llegaron este fin de semana vía mensajes de texto. Entre las amenazadas está Yessenia Vergara, integrante de la directiva de la Red de Derechos Humanos del Sur de Córdoba y también coordinadora de la Plataforma Municipal de Derechos Humanos y Paz de Valencia. El 13 abril hubo otras amenazas contra líderes de la Red, entre ellos los defensores de derechos humanos Andrés Chica, Águeda Quiñónez y Juan David Fernández. ",CARACOL RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38752,ATLANTICO,SABANALARGA,8638,ATLANTICO,0,0,18/04/2020,4,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"En desarrollo de operación militar, la unidad del Gaula Militar Caribe adscrita a la Segunda Brigada del Ejército Nacional en un trabajo interinstitucional con la Policía Judicial con su Componente Técnico de Investigación (CTI), se captura en flagrancia a una mujer de 28 años en la Troncal del Caribe, en la vía que conduce de Sabanalarga hacía Palmar de Varela, presuntamente por el delito de extorsión. Gracias a la información suministrada por inteligencia militar, se logra llegar al lugar de los hechos, en el cual esta persona pretendía cometer el delito. La mujer tenía la intención de cobrar la suma de tres millones quinientos mil pesos, producto de una extorsión que le realizaba a un comerciante.",RCN RADIO,ACCIONES_INSTITUCIONALES
38753,BOYACA,OTANCHE,15507,CENTRO,0,0,18/04/2020,4,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"En desarrollo de la Operaciones militares que adelanta el Ejército Nacional, tras labores de inteligencia e información suministrada por la población civil, tropas del Batallón de infantería N°.2 Mariscal Antonio José de Sucre, adscritas a la Primera Brigada, lograron la ubicación de un cultivo ilícito de plantas de coca en la vereda Buena Vista del municipio de Otanche. Las plantas de más de dos metros de altura y equivalentes a 1.56 hectáreas fueron destruidas en su totalidad mediante tercera modalidad con erradicación manual de la propia tropa, evitando daño al medio ambiente. ",RCN RADIO,ACCIONES_INSTITUCIONALES
38754,ARAUCA,ARAUQUITA,81065,NORTE_DE_SANTANDER_Y_ARAUCA,ETCR - PDET,Arauca,18/04/2020,4,2020,ACCIONES_INSTITUCIONALES,DESACTIVACION_DE_ARTEFACTOS_EXPLOSIVOS,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,OTROS,ESTRUCTURA_10,"En desarrollo de una operación militar, tropas de la Fuerza de Tarea Quirón, Unidad orgánica de la Octava División, lograron la neutralización de un artefacto explosivos, que al parecer habría sido instalado indiscriminadamente por el GAO-r de la estructura Décima Martín Villa en zona rural del municipio de Arauquita, departamento de Arauca.",LA VOZ DEL CINARUCO,ACCIONES_INSTITUCIONALES
38755,CAUCA,BUENOS_AIRES,19110,CAUCA,ETCR - PDET,Alto Patía-Norte del Cauca,19/04/2020,4,2020,HOMICIDIOS,LIDERES_SOCIALES,NO_PRECISA,NO_PRECISA_,,"La Fiscalía General de la Nación y la Policía Nacional verifican las informaciones que advierten que otro líder social fue asesinado en la madrugada del domingo en zona rural del municipio de Buenos Aires. Se trata de Mario Chilhueso, dirigente que fue atacado en medio de circunstancias que son materia de investigación en la vereda Los Robles en El Naya.",UARIV,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38756,CAUCA,TORIBIO,19821,CAUCA,PDET,Alto Patía-Norte del Cauca,19/04/2020,4,2020,HOMICIDIOS,OTROS,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,OTROS,DAGOBERTO_RAMOS,"En la madrugada del domingo 19 de abril se presentó el homicidio de una persona en la vereda potrerito, presuntamente cometido por las disidencias de las FARC.",UARIV,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38757,MAGDALENA,EL_BANCO,47245,MAGDALENA,0,0,20/04/2020,4,2020,HOMICIDIOS,OTROS,NO_PRECISA,NO_PRECISA_,,"Dos sujetos armados, abordo de una motocicleta de alto cilindraje, serían los presuntos responsables de acabar con la vida de un campesino en zona rural de El Banco. La víctima del atentado a bala respondía al nombre de Máximo Vega, mejor conocido como ‘Machi’, quien se desplazaba en una moto entre las veredas Guayabal y Las Inguensas. ",EL INFORMADOR,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38758,MAGDALENA,SANTA_MARTA,47001,MAGDALENA,PDET,Sierra Nevada-Perijá,20/04/2020,4,2020,HOMICIDIOS,OTROS,NO_PRECISA,NO_PRECISA_,,"A un clásico ajuste de cuentas entre bandas criminales atribuyen los peritos judiciales de la Policía Metropolitana de Santa Marta, el homicidio de Jhony Alexander González Riaño.  Conocido como alias “Chaparro”, integrante de la estructura ‘Los Pachencas’, quien fue asesinado en el sector del Boulevard del Río, cuando se encontraba en plena vía pública y fue sorprendido por los impactos de bala que acabaron con su vida",HOY DIARIO DEL MAGDALENA,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38759,SANTANDER,PUERTO_WILCHES,68575,MAGDALENA_MEDIO,0,0,20/04/2020,4,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GDO_GRUPOS_DELINCUENCIALES_ORGANIZADOS,OTROS,LOS_CHECHES,"La Seccional de Investigación Criminal de la policía del Magdalena Medio lograron la captura de dos hombres y dos mujeres, conocidos en el mundo delictivo como 'Los Cheches', entre los que se encuentra 'Cheche', presunto líder del grupo y 'Kassandra', expendedora, quienes fueron capturados en una vivienda en el barrio Díaz. Allí se dio la incautación de un arma de fuego tipo escopeta y 150 dosis de marihuana lista para ser comercializada, estas dos personas comercializaban el estupefaciente mediante la modalidad de domicilio. ",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38760,RISARALDA,PEREIRA,66001,EJE_CAFETERO,0,0,20/04/2020,4,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"En controles realizados en los principales ejes viales ubicados en la capital Risaraldense, fue capturado un hombre quien se movilizaba en una motocicleta, y al realizarle el registro a la misma, fueron hallados aproximadamente 10 kilos de marihuana que al parecer fueron enviados desde el municipio de Cartago Valle del Cauca. ",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38761,PUTUMAYO,PUERTO_ASIS,86568,PUTUMAYO,ETCR - PDET,Putumayo,20/04/2020,4,2020,ACCIONES_INSTITUCIONALES,OPERACIONES_ANTINARCOTICOS,NO_PRECISA,NO_PRECISA_,,"En medio de operaciones de control institucional de territorio, en el corregimiento de Teteyé, se logró ubicar un complejo ilegal para el apoderamiento de hidrocarburos y fabricación de alcaloides y sustancias alucinógenas.",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38762,ANTIOQUIA,ANORI,5040,ANTIOQUIA,ETCR - PDET,Bajo Cauca-Nordeste Antioqueño,20/04/2020,4,2020,ACCIONES_INSTITUCIONALES,DESACTIVACION_DE_ARTEFACTOS_EXPLOSIVOS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,ELN,,"En operaciones militares desarrolladas por tropas del Ejército Nacional para la protección del territorio y atendiendo las recomendaciones de la alerta temprana 052 del 2018, en la vereda Santo Domingo, fueron halladas siete minas antipersonales que habían sido instaladas por la subestructura del ELN. Al sitio fue enviado personal del Grupo de explosivos y demoliciones (EXDE) con su unidad canina, entrenada y preparada para identificar este tipo de artefactos explosivos y evitar así la afectación de las comunidades. El canino pudo identificar en distintos puntos, siete minas antipersonales, las cuales fueron desactivadas y destruidas de manera controlada.",EJERCITO NACIONAL,ACCIONES_INSTITUCIONALES
38763,BOGOTA_D.C.,BOGOTA_D.C.,11001,CENTRO,0,0,20/04/2020,4,2020,AMENAZAS_E_INTIMIDACIONES,SELECTIVAS,NO_PRECISA,NO_PRECISA_,,"comunicación enviada por la Fundación Alba Lucia Sotomayor donde ""Ponen en conocimiento amenazas de muerte y persecución de las cuales son víctimas un ex policía y su núcleo familiar, el señor Edwin Ferney Castillo, su esposa Magda Viviana Montoya Ramírez y su hija Maithe Sofía Rodríguez Montoya"".",DEFENSORIA DEL PUEBLO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38764,BOGOTA_D.C.,BOGOTA_D.C.,11001,CENTRO,0,0,20/04/2020,4,2020,AMENAZAS_E_INTIMIDACIONES,GENERALIZADAS,GDO_GRUPOS_DELINCUENCIALES_ORGANIZADOS,NO_PRECISA,,"Alerta Temprana 086- 2019, y 023- 19 y 026-18 DEFENSORIA: se advierten las amenazas de las que son víctimas las mujeres y sus familias que habitan los sectores de La Esmeralda y San Felipe (Usme), Santa Rosa (San Cristóbal), La Primavera, Brisas del Diamante y Arborizadora Alta (Ciudad Bolívar). Si bien, Afromupaz cuenta con medidas robustas de protección por parte de la Unidad Nacional de Protección - UNP y, hasta donde se permite, las medidas se extienden al colectivo, incluyendo familias, Niños, Niñas y Adolescentes –NNAJ- que se benefician de la oferta de la Asociación, la situación de inseguridad de sus miembros, familias y beneficiarios es alta, debido al ejercicio de violencia y control impuesto por Grupos de Delincuencia Organizada - GDO en estos sectores, tal y como se ha venido advirtiendo por parte del SAT, desde la emisión de las Alertas Tempranas 086 - 2018 y 023 - 2019. A las amenazas, se le suman otras vulneraciones como el riesgo de Reclutamiento Forzado, Uso y Utilización de los NNAJ, lo que ha provocado incluso atentados contra la vida y continua persecución y hostigamiento en contra de las NNAJ que participan de las actividades que ofrece Afromupaz, principalmente en el sector de Santa Rosa (San Cristóbal).
Como se informó por medio de documento enviado a la Alcaldía Mayor de Bogotá, de parte de la Defensoría del Pueblo Regional Bogotá, preocupa a la Entidad, especialmente, la situación de inseguridad de sectores como Lucero y Arborizadora Alta (Ciudad Bolívar), el sector del parque ecológico Entre Nubes donde confluyen las localidades de San Cristóbal, Usme y Rafael Uribe Uribe, entre otros sectores de la ciudad...""
",DEFENSORIA DEL PUEBLO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38765,CAUCA,CORINTO,19212,CAUCA,PDET,Alto Patía-Norte del Cauca,20/04/2020,4,2020,ACCIONES_ARMADAS,HOSTIGAMIENTO,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,OTROS,DAGOBERTO_RAMOS,Disidencias de las Farc atacaron a la fuerza pública en corinto,UARIV,ACCIONES_ARMADAS
38766,CAUCA,ARGELIA,19050,CAUCA,PDET,Alto Patía-Norte del Cauca,21/04/2020,4,2020,AMENAZAS_E_INTIMIDACIONES,LIDERES_SOCIALES,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,OTROS,CARLOS_PATIÑO,"Tras amenazas, por parte de las disidencias de las Farc, las autoridades evacuaron a dos líderes sociales y parte de sus familias, en zona rural del departamento del Cauca. Así lo dio a conocer el ministro de Defensa, Carlos Holmes Trujillo, quien explicó que tras varios operativos realizados de manera conjunta con la Defensoría del Pueblo, miembros del Ejército Nacional lograron evacuar a dos líderes sociales y al hijo de uno de ellos. ",RCN RADIO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38767,CHOCO,CARMEN_DEL_DARIEN,27150,URABA,PDET,Chocó,21/04/2020,4,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,CLAN_DEL_GOLFO,,"En desarrollo de operaciones militares, realizadas de la mano con la Policía Nacional, contra los grupos armados organizados que operan en el departamento del Chocó, fue capturado un presunto delincuente identificado con el alias de Boquita, cabecilla urbano de Clan del Golfo. ",RCN RADIO,ACCIONES_INSTITUCIONALES
38768,SUCRE,SINCELEJO,70001,SUCRE,0,0,21/04/2020,4,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,CLAN_DEL_GOLFO,,"La Policía de Sucre capturó a un sujeto señalado de ser parte de la banda criminal ‘Clan del Golfo’, Se trata de Ángel Rafael Díaz Hernández, quien deberá responder por el delito de concierto para delinquir con fines de homicidio y estupefacientes. ",RCN RADIO,ACCIONES_INSTITUCIONALES
38769,VALLE_DEL_CAUCA,BUGALAGRANDE,76113,VALLE_DEL_CAUCA,0,0,21/04/2020,4,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,CLAN_DEL_GOLFO,,"La Policía Nacional, logró ubicar un vehículo tipo tracto-camión, el cual trasportaba un contenedor de color rojo, donde en el momento de la inspección se encontró un compartimiento oculto o caleta en la parte delantera que al verificarlo contenía 1.013 kilos de cocaína. A través del proceso investigativo, se estableció que el alcaloide incautado era de propiedad de una estructura delictiva que tiene como zona de influencia el sur-occidente del país, la cual transporta el alucinógeno vía terrestre utilizando vehículos tipo tracto-camiones con acondicionamientos o caletas para ocultar los alcaloides. Y así evitar los controles de las autoridades, saliendo desde los departamentos de Nariño, Cauca y Valle del Cauca, para llevarlos hacia la costa del Urabá, donde entregan el estupefaciente al ‘Clan del Golfo’, organización criminal que los envía en lanchas rápidas tipo Go-Fast con destino a países de Centroamérica, cuyo destino final es los Estados Unidos. se realizó la captura del conductor e inmovilización del vehículo. ",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38770,BOGOTA_D.C.,BOGOTA_D.C.,11001,CENTRO,0,0,21/04/2020,4,2020,AMENAZAS_E_INTIMIDACIONES,SELECTIVAS,OTROS,OTROS,ÁGUILAS_NEGRAS,Amenazas Jose Diógenes Orjuela Garcia miembro de la CUT,DEFENSORIA DEL PUEBLO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38771,BOGOTA_D.C.,BOGOTA_D.C.,11001,CENTRO,0,0,21/04/2020,4,2020,AMENAZAS_E_INTIMIDACIONES,SELECTIVAS,NO_PRECISA,NO_PRECISA_,,"El Sistema de Alertas Tempranas indica que: …” ha recibido información sobre reiteradas amenazas en contra del Señor FREDDY CONTRERAS, quien realiza labor social pastoral con la Fundación Misión Colombia (católica), ",DEFENSORIA DEL PUEBLO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38772,BOLIVAR,CARTAGENA,13001,BOLIVAR,0,0,21/04/2020,4,2020,AMENAZAS_E_INTIMIDACIONES,SELECTIVAS,OTROS,OTROS,ÁGUILAS_NEGRAS,"En las instalaciones de la sede sindical de SUTIMAC en Cartagena, un sobre el cual contenía una amenaza de las Águilas Negras Bloque Capital D.C, contra varios dirigentes incluido el Director del Departamento de Derechos Humanos de la Central Unitaria de Trabajadores e Integrante del Comité Nacional del Paro. -OMAR ROMERO DÍAZ. ",DEFENSORIA DEL PUEBLO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38773,MAGDALENA,SANTA_MARTA,47001,MAGDALENA,PDET,Sierra Nevada-Perijá,22/04/2020,4,2020,ATENTADOS,OTROS,NO_PRECISA,NO_PRECISA_,,"La líder social Christina Cantillo de Nigrinis, manifestó “Yo y mi familia estamos en peligro de muerte, el atentado en el cual fue víctima mi hermano, fue a causa de mi trabajo como líder social y defensora de derechos humanos. Ninguna de las autoridades en el Magdalena sabe qué tipo de sensible estoy manejando actualmente y anteriormente”, dijo Christina, quien dijo que, a raíz de las amenazas y el alto nivel de riesgo, la Unidad de Protección implementó un esquema de seguridad; dos escoltas y un vehículo.",HOY DIARIO DEL MAGDALENA,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38774,VALLE_DEL_CAUCA,TULUA,76834,VALLE_DEL_CAUCA,0,0,22/04/2020,4,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,Un camionero fue enviado a la cárcel luego de ser sorprendido transportando más de media tonelada de marihuana que llevaba oculta en una carga de fruta. En medio del operativo la Policía descubrió que entre las canastillas de fruta había camuflado 72 paquetes de marihuana.,BLU RADIO,ACCIONES_INSTITUCIONALES
38775,ATLANTICO,BARRANQUILLA,8001,ATLANTICO,0,0,22/04/2020,4,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"Un reporte anónimo que se realizó en la línea única de emergencias 123 de la Policía Nacional informado sobre un presunto expendio de droga, permitió la captura de Álvaro Luis Gómez, Cardozo, 35 años, natural de Venezuela. Al interior del inmueble los investigadores descubrieron nueve paquetes que contenían 4.457 gramos de marihuana prensada y procedieron a capturar la persona que en ese momento se encontraba dentro de la vivienda, quien se identificó como Álvaro Luis Gómez Cardozo.",EL HERALDO,ACCIONES_INSTITUCIONALES
38776,META,MAPIRIPAN,50325,META_Y_LLANOS_ORIENTALES,PDET,Macarena-Guaviare,22/04/2020,4,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"El Batallón de Infantería N°19 Joaquín París, unidad adscrita a esta brigada, fue el encargado de adelantar una labor de inteligencia que permitió conocer información sobre la actividad ilegal, la ubicación, la pertenencia, la capacidad de producción y las rutas de salida de la pasta base de coca. Allí ejecutaron la maniobra militar, con un alto nivel de cautela y sin ser detectados por el enemigo, llegaron hasta el sitio, tomando por sorpresa a los presuntos delincuentes, encargados de la fabricación de este alcaloide. Dos sujetos fueron sorprendidos y capturados durante el desarrollo de la operación, por los delitos de tráfico, fabricación o porte de estupefacientes y quedaron a disposición de la autoridad competente. ",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38777,ANTIOQUIA,CACERES,5120,ANTIOQUIA,PDET,Bajo Cauca-Nordeste Antioqueño,22/04/2020,4,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,LOS_CAPARROS,,"Las tropas del Ejército, gracias a la información suministrada por la Red de Participación Cívica, llegaron hasta la vereda Quebradona del Corregimiento El Jardín, Antioquia, donde destruyen de manera controlada la maquinaria utilizada para la explotación ilícita de este yacimiento minero, que estaría al servicio del grupo armado organizado Caparros. En el sitio fueron destruidos una draga, cinco motores, una retroexcavadora y demás elementos usados para la explotación ilícita. Asimismo, militares y policías procedieron a la captura en flagrancia de ocho sujetos, quienes al parecer eran los responsables de llevar a cabo estas actividades ilícitas.",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38778,CAUCA,PUERTO_TEJADA,19573,CAUCA,0,0,22/04/2020,4,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"En desarrollo de la operación de seguridad y defensa, el Batallón de Apoyo y servicios para el combate n.°3 de la Tercera Brigada incautaron 190 kilogramos de marihuana los cuales eran transportados en un vehículo. En el lugar de los hechos, los uniformados hicieron el alto al vehículo para realizar la inspección correspondiente y luego de una minuciosa revisión del automotor encontraron 190 kilogramos de marihuana, De inmediato se realizó la captura en flagrancia del sujeto que conducía el vehículo por el delito de fabricación, tráfico y porte de estupefacientes, quien fue dejado a disposición de las autoridades competentes.",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38779,CAUCA,VILLA_RICA,19845,CAUCA,0,0,22/04/2020,4,2020,ACCIONES_INSTITUCIONALES,CAPTURAS,NO_PRECISA,NO_PRECISA_,,"En desarrollo de la operación de seguridad y defensa, el Batallón de Apoyo y servicios para el combate n.°3 de la Tercera Brigada incautaron 190 kilogramos de marihuana los cuales eran transportados en un vehículo. En el lugar de los hechos, los uniformados hicieron el alto al vehículo para realizar la inspección correspondiente y luego de una minuciosa revisión del automotor encontraron 190 kilogramos de marihuana, De inmediato se realizó la captura en flagrancia del sujeto que conducía el vehículo por el delito de fabricación, tráfico y porte de estupefacientes, quien fue dejado a disposición de las autoridades competentes.",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38780,NORTE_DE_SANTANDER,TIBU,54810,NORTE_DE_SANTANDER_Y_ARAUCA,ETCR - PDET,Catatumbo,22/04/2020,4,2020,ACCIONES_INSTITUCIONALES,INCAUTACIONES,GAO_GRUPOS_ARMADOS_ORGANIZADOS,ELN,,"Tropas orgánicas de la Fuerza de Tarea Vulcano, logran la ubicación de tres refinerías ilegales y dos depósitos ilícitos que pertenecerían al Grupo Armado Organizado GAO- Eln, frente Juan Fernando Porras Martínez y compañía Francisco Bossio. Las operaciones militares de acción ofensiva enmarcadas en el plan de Campaña Héroes de la Libertad, iniciaron en la vereda El Porvenir, sector en el que hombres pertenecientes al Batallón de Operaciones Terrestres N°9, localizaron tres refinerías ilegales de insumos, equipadas con tres destiladores de fabricación artesanal (marcianos), tres piscinas para el almacenamiento de crudo hurtado, 12 canecas metálicas, y 370 metros de manguera de dos pulgadas.",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38781,NORTE_DE_SANTANDER,EL_CARMEN,54245,NORTE_DE_SANTANDER_Y_ARAUCA,PDET,Catatumbo,22/04/2020,4,2020,ACCIONES_INSTITUCIONALES,INCAUTACIONES,GAO_GRUPOS_ARMADOS_ORGANIZADOS,ELN,,"Uniformados del Batallón de Operaciones Terrestres N°.10, hallaron en área rural de las veredas Curales y Vega de Motilonia, dos depósitos ilícitos, donde integrantes del Grupo Armado Organizado GAO-Eln, compañía Francisco Bossio, almacenaban 500 galones de gasolina hurtada, 55 de amoniaco, y 15 de ácido sulfúrico. En el lugar también se incautaron dos armas largas.",MI CURILLO CAQUETA,ACCIONES_INSTITUCIONALES
38782,BOGOTA_D.C.,BOGOTA_D.C.,11001,CENTRO,0,0,22/04/2020,4,2020,OTRO_TIPO_DE_EVENTO,OTROS,OTROS,OTROS,FARC,"La Jurisdicción Especial para la Paz (JEP) amnistió y otorgó libertad condicionada a tres ciudadanos irlandeses que en 2001 fueron condenados por la justicia colombiana por los delitos de falsedad en documento público y entrenamiento para actividades ilícitas para la guerrilla de las Farc. La JEP informó este martes que la decisión la tomó la Sala de Amnistía o Indulto, que “concedió la libertad condicionada a los ciudadanos irlandeses Martin John Mc Cauley, Niall Terrence Connolly y Séamus O’ Muineacháin, por el delito de entrenamiento para actividades ilícitas”. ",EL COLOMBIANO,OTRO_TIPO_DE_EVENTOS
38783,BOGOTA_D.C.,BOGOTA_D.C.,11001,CENTRO,0,0,22/04/2020,4,2020,OTRO_TIPO_DE_EVENTO,OTROS,NO_PRECISA,NO_PRECISA_,,"Desde la Jurisdicción Especial para la Paz, JEP, específicamente la Sección de Ausencia de Reconocimiento de Verdad y Responsabilidad, anunciaron su descontento y rechazo a la solicitud de aclaración, por parte de la Universidad de Antioquia, sobre las medidas cautelares que decretó ese tribunal en los laboratorios de Osteología y Antropología Forense. La JEP aclaró que esas medidas cautelares, tomadas desde noviembre de 2019 y extendidas desde el pasado mes de marzo, “fueron tomadas por la JEP para que se preserven y conserven los cuerpos que están en esas instalaciones y que provienen de los cementerios El Universal de Medellín y de cementerios comunitarios de los municipios de Sabanalarga, Barbacoas y Peque (área de incidencia del proyecto hidroeléctrico de Hidroituango), con el fin de asegurar el posible hallazgo, identificación y entrega digna de los cuerpos de víctimas del crimen de desaparición forzada, en el proceso que se adelanta con la Unidad de Búsqueda de Personas Desaparecidas (UBPD)”. ",EL COLOMBIANO,OTRO_TIPO_DE_EVENTOS
38784,CHOCO,NOVITA,27491,CHOCO,PDET,Chocó,22/04/2020,4,2020,AMENAZAS_E_INTIMIDACIONES,SELECTIVAS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,ELN,,"Se reporta amenazas telefónicas al Representantes del Consejo comunitario Mayor COCOMAN.

",DEFENSORIA DEL PUEBLO,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38785,CAUCA,ARGELIA,19050,CAUCA,PDET,Alto Patía-Norte del Cauca,22/04/2020,4,2020,HOMICIDIOS,OTROS,GAOR_GRUPOS_ARMADOS_ORGANIZADOS_RESIDUALES,OTROS,CARLOS_PATIÑO,Se presenta un homicidio en el municipio de Argelia,UARIV,HECHOS_CONTRA_LA_POBLACIÒN_CIVIL
38786,CHOCO,QUIBDO,27001,CHOCO,0,0,22/04/2020,4,2020,ACCIONES_ARMADAS,ENFRENTAMIENTOS,GAO_GRUPOS_ARMADOS_ORGANIZADOS,CLAN_DEL_GOLFO,,"Se han venido presentando situaciones de riesgo para la población civil, donde el grupo ilegal Clan del Golfo y las Bandas criminales que operan en la ciudad se declararon la guerra y vienen registrando varios homicidios de jóvenes de ambos bandos.

",DEFENSORIA DEL PUEBLO,ACCIONES_ARMADAS
